merchant_id,state,timestamp,trans_currency,transaction_id,type,merchant_city,merchant_category,merchant_postcode,_3ds,charged_amount,charged_currency,merchant_country,merchant_description,fx_rate,trans_amount,user_id,points_earned,mcc,_wallet,raw_merchant_description,terminal_id
b3252820-0ad1-4387-8429-8532a4b428fc,settled,2024-05-05 18:20:24,GBP,93bda8b4-9809-4ef1-ad15-ea02daa48b3d,contactless,London,restaurant,EC1A1BB,True,57.39,GBP,GBR,FRIVE LTD,,57.39,37e2cb0e-01f6-45db-914c-6d8863a92600,286,5811,APPLE_PAY,FRIVE,95319
6d0adec8-d519-4df8-bb73-1cb4fe14748e,settled,2024-01-19 18:03:43,GBP,331fb6c7-e81a-437d-bfa1-15ed714a24e3,contactless,London,restaurant,EC1A1BB,True,13.62,GBP,GBR,THE FRIVE,,13.62,37e2cb0e-01f6-45db-914c-6d8863a92600,68,5811,APPLE_PAY,FRIVE,22337
9988e8ad-0196-4cf9-b534-1047e2b88ba6,settled,2024-05-22 00:28:03,GBP,c5f1e806-e754-45af-ab25-09a3d5fc7eec,contactless,London,restaurant,EC1A1BB,True,39.14,GBP,GBR,THE FRIVE,,39.14,37e2cb0e-01f6-45db-914c-6d8863a92600,195,5811,APPLE_PAY,FRIVE,38140
73aea34f-1a35-4ad2-a9bf-fa4511621a86,settled,2024-01-15 13:29:05,GBP,e3f4266f-7286-4678-a7a6-16fa61010fe8,contactless,London,restaurant,EC1A1BB,True,14.3,GBP,GBR,FRIVE LTD,,14.3,e52c4efa-d593-46da-892e-3708e27a0de3,71,5811,APPLE_PAY,FRIVE,19156
3089873e-7525-4b86-8c42-2f066cf7b7fe,settled,2024-04-03 11:08:30,GBP,e48323d1-ecd9-4d95-b1d9-061704ad04ab,contactless,London,restaurant,EC1A1BB,True,14.54,GBP,GBR,FRIVE LTD,,14.54,e52c4efa-d593-46da-892e-3708e27a0de3,72,5811,APPLE_PAY,FRIVE,17747
1ef4245d-1c3e-4969-9b0c-b03ee4b5cc6b,settled,2024-11-17 02:49:13,GBP,31698e6c-c38a-41b0-bfb9-eccf31d20f89,contactless,London,restaurant,EC1A1BB,True,38.27,GBP,GBR,frive,,38.27,e52c4efa-d593-46da-892e-3708e27a0de3,191,5811,APPLE_PAY,FRIVE,92657
b21da73c-f05c-48ed-b417-d88891d7c641,settled,2024-08-31 16:06:05,GBP,65dbbd46-d6d9-4cfc-bbff-4044628b5754,contactless,London,restaurant,EC1A1BB,True,39.15,GBP,GBR,FRIVE,,39.15,b7b9f418-63d5-4bc5-bee9-f925f8f2b803,195,5811,APPLE_PAY,FRIVE,85642
02591d09-f7e6-4ad7-b609-0161acebab30,settled,2024-08-15 09:38:29,GBP,c9759ff9-2f2a-432c-af2d-5fc624a77cf8,contactless,London,restaurant,EC1A1BB,True,29.83,GBP,GBR,frive,,29.83,b7b9f418-63d5-4bc5-bee9-f925f8f2b803,149,5811,APPLE_PAY,FRIVE,16105
9b2cff7e-4c1a-4624-b97f-96778a405a52,settled,2024-08-04 04:29:34,GBP,db9288ad-3162-4e0a-bbe6-1f067f81ea9d,contactless,London,restaurant,EC1A1BB,True,52.92,GBP,GBR,Frive,,52.92,b7b9f418-63d5-4bc5-bee9-f925f8f2b803,264,5811,APPLE_PAY,FRIVE,64937
3bb0f1f6-4aa5-4c17-8e53-7028c9e96e02,settled,2024-02-26 00:33:17,GBP,544e9a61-2cbd-4d4d-afae-23fc15d33f76,contactless,London,restaurant,EC1A1BB,True,37.03,GBP,GBR,THE FRIVE,,37.03,79b4e5a2-a0a3-4366-a683-a830c97e130b,185,5811,APPLE_PAY,FRIVE,50433
ddd12fc3-8544-40ab-9d32-47e83feee003,settled,2024-08-05 13:58:34,GBP,28ab76a9-dd79-4bd1-bf1b-44fa31a3393e,contactless,London,restaurant,EC1A1BB,True,50.81,GBP,GBR,frive,,50.81,79b4e5a2-a0a3-4366-a683-a830c97e130b,254,5811,APPLE_PAY,FRIVE,23507
363f700a-acf5-4a19-a251-2193c6e82127,settled,2024-08-13 20:54:23,GBP,c7def38d-dec1-4548-bcbd-2143a0f6b727,contactless,London,restaurant,EC1A1BB,True,38.56,GBP,GBR,frive,,38.56,79b4e5a2-a0a3-4366-a683-a830c97e130b,192,5811,APPLE_PAY,FRIVE,58810
5de032fc-48c0-4141-8018-10c4a54d9f9a,settled,2024-02-07 20:07:07,GBP,521f3efb-8753-43fb-9e69-eedf4f7224fc,contactless,London,restaurant,EC1A1BB,True,37.39,GBP,GBR,FRIVE,,37.39,0c796ddd-8cd1-4192-a4ad-fd023d51f23c,186,5811,APPLE_PAY,FRIVE,83972
a3845c01-950d-42ef-a325-c18dab66d7b5,settled,2024-01-24 03:31:23,GBP,30bcda8b-c959-465a-b5a3-a7c9eee17d28,contactless,London,restaurant,EC1A1BB,True,40.95,GBP,GBR,FRIVE LTD,,40.95,0c796ddd-8cd1-4192-a4ad-fd023d51f23c,204,5811,APPLE_PAY,FRIVE,99181
7b116984-3365-478b-8bd7-0c1ad6643373,settled,2024-07-25 11:59:30,GBP,4380846a-8396-490c-9a96-4744f40105fd,contactless,London,restaurant,EC1A1BB,True,31.38,GBP,GBR,Frive,,31.38,0c796ddd-8cd1-4192-a4ad-fd023d51f23c,156,5811,APPLE_PAY,FRIVE,71027
f8232830-e564-4f63-b388-c9c7eeb6e3d6,settled,2025-08-16 09:49:55,GBP,92b2a4fe-db92-43cf-8178-a17dd4029a02,online,London,restaurant,EC1A1BB,False,63.03,GBP,GBR,Pizza Pilgrims,,63.03,ae45ec26-bb2e-4aa8-af19-033b46c09b04,315,5811,,Pizza Pilgrims,68829
07212608-62c5-4945-a7b4-b08112ab6e4a,settled,2025-04-22 19:46:28,EUR,0a95cfd4-30c3-4f2c-bcb7-03d92a45c66b,contactless,London,restaurant,EC1A1BB,False,11.6,EUR,GBR,Go Puff,0.72,11.6,1fb2fb40-409b-415d-9ae5-2bf40f8c474b,58,5411,,Go Puff,54580
5ebb318a-3105-4a71-8f94-5c77b48cd457,settled,2025-09-28 00:37:21,GBP,748f7ee1-9495-48dc-ad3d-8c6b4608f90a,chip_and_pin,London,restaurant,EC1A1BB,True,17.02,GBP,GBR,Honest Burgers,,17.02,9119c8ee-2828-4148-8dd2-e09eee42ee67,85,5811,,Honest Burgers,17952
c9683da1-d90d-4d27-8878-e6bb9573255d,settled,2025-10-11 22:53:56,GBP,9a9697df-bf6c-4bc4-9409-8e856766a708,chip_and_pin,London,restaurant,EC1A1BB,False,109.34,GBP,GBR,THE FRIVE,,109.34,4c5d30c1-c7d7-4291-80af-82e80f68f70e,547,5811,GOOGLE_PAY,THE FRIVE,12957
103ec73b-720a-4d21-8f91-c0cd200799bb,settled,2025-06-29 07:18:43,GBP,4397e926-a4bc-4252-b03e-21ba0b186d7e,online,London,restaurant,EC1A1BB,False,13.73,GBP,GBR,Gopuff,,13.73,9119c8ee-2828-4148-8dd2-e09eee42ee67,69,5411,GOOGLE_PAY,Gopuff,20561
53301417-b10c-4fb4-85af-e1a6f047d9b0,settled,2025-03-06 14:38:46,GBP,cf57867c-8a26-4f35-9483-fb97dea37c30,chip_and_pin,London,restaurant,EC1A1BB,False,98.92,GBP,GBR,Frive,,98.92,5d1937ae-6f42-45dd-a708-a3d8b2ef1089,495,5811,GOOGLE_PAY,Frive,57024
e30f9806-189f-4574-87e0-a5923a104040,settled,2025-09-23 03:26:24,GBP,d3c65132-ebcd-43df-8e7e-e66824fe980d,chip_and_pin,London,restaurant,EC1A1BB,True,12.05,GBP,GBR,Gopuff,,12.05,dc6fc45e-5eb0-413b-b418-aeef67c8e83f,60,5411,GOOGLE_PAY,Gopuff,44438
fa945036-12f9-4d80-90fb-02e4bafe8672,declined,2025-04-20 11:47:05,GBP,84527f62-9edf-43e9-828a-d5eb06dbeebc,chip_and_pin,London,restaurant,EC1A1BB,True,53.34,GBP,GBR,Hoppers Soho,,53.34,37e2cb0e-01f6-45db-914c-6d8863a92600,0,5811,,Hoppers Soho,69853
ad7a5672-43e5-45c4-94d5-8bc0dd6fb3a3,settled,2025-12-16 08:15:19,GBP,5314388e-9ef5-4926-9b42-988df06db890,online,London,restaurant,EC1A1BB,True,40.64,GBP,GBR,Franco Manca,,40.64,ba4ea1a4-1566-49f4-a5ea-5b3bafe4c133,203,5811,,Franco Manca,34983
7e60dc9c-e3dd-4f75-b8f5-0ce1c8a599de,settled,2025-01-27 03:43:30,GBP,48091b61-a06a-49d3-9b80-295032956a1d,chip_and_pin,London,restaurant,EC1A1BB,True,47.31,GBP,GBR,FRIVE,,47.31,57f7500a-2b65-46ee-b0ae-bf00a8c9ef60,237,5811,APPLE_PAY,FRIVE,57659
0ad9c4d2-713a-48f6-b1c3-1384a6772af8,settled,2025-08-27 08:26:45,GBP,594db056-9f46-42ed-a2fb-e4106b8bd4cf,chip_and_pin,London,restaurant,EC1A1BB,False,73.34,GBP,GBR,frive,,73.34,37e2cb0e-01f6-45db-914c-6d8863a92600,367,5811,GOOGLE_PAY,frive,72147
9724d72f-cbdc-424a-805b-22cfbdf44c6d,settled,2025-02-17 16:58:21,GBP,d80b2a05-7640-4d10-813c-cfe7a4df64ab,online,London,restaurant,EC1A1BB,False,47.07,GBP,GBR,Honest Burgers,,47.07,79b4e5a2-a0a3-4366-a683-a830c97e130b,235,5811,,Honest Burgers,72733
28c9fd3a-223c-4123-90ed-23e2568b7059,settled,2025-11-18 21:29:31,GBP,b1323d3b-69b3-45cf-8f4b-f5c0488478b7,online,London,restaurant,EC1A1BB,True,10.86,GBP,GBR,GOPUFF*DELIVERY,,10.86,4c5d30c1-c7d7-4291-80af-82e80f68f70e,54,5411,,GOPUFF*DELIVERY,44224
4ff59a38-26b7-4c86-bde3-83d4d71b4de5,settled,2025-07-21 07:48:32,GBP,c46b81b7-201d-4179-b861-4d31c63f62a5,chip_and_pin,London,restaurant,EC1A1BB,True,50.88,GBP,GBR,Padella Borough,,50.88,9119c8ee-2828-4148-8dd2-e09eee42ee67,254,5811,APPLE_PAY,Padella Borough,41377
0a9de469-1767-4206-ad83-23f2999dc7ed,settled,2025-11-14 19:24:57,GBP,f6a106d7-7a7d-43e6-bce3-35fb59a8fe8d,online,London,restaurant,EC1A1BB,False,19.22,GBP,GBR,Go Puff,,19.22,d889683c-0b36-4e3a-bad5-2c7da4cdf851,96,5411,GOOGLE_PAY,Go Puff,35381
496f2623-972e-473e-9fa9-3efd500c558a,declined,2025-09-26 22:46:20,GBP,53f15f11-4eaf-4d0c-ad4a-208f3f3068e7,contactless,London,restaurant,EC1A1BB,True,84.13,GBP,GBR,Burger & Lobster,,84.13,1fb2fb40-409b-415d-9ae5-2bf40f8c474b,0,5811,APPLE_PAY,Burger & Lobster,71614
a18e98eb-1912-4e28-9206-d97781a83e68,settled,2025-03-18 09:26:03,GBP,248d1247-2b5c-4dd4-b10e-6073adb23a53,online,London,restaurant,EC1A1BB,True,108.6,GBP,GBR,THE FRIVE,,108.6,ed6d8a85-0e1a-4be0-a1d4-3b6bc96ddef6,543,5811,,THE FRIVE,96584
c10cf25b-3321-4c45-8eaa-c328f60b5c73,settled,2025-02-16 13:34:58,GBP,864d8137-a115-4af0-a914-8eacfcaf6210,contactless,London,restaurant,EC1A1BB,False,46.9,GBP,GBR,Padella Borough,,46.9,ae45ec26-bb2e-4aa8-af19-033b46c09b04,234,5811,GOOGLE_PAY,Padella Borough,70707
15bf61fd-ce0c-4b6b-85a5-d6c7eeb384bb,settled,2025-06-05 21:11:46,GBP,5471a0c7-3403-4993-8f6f-0cf640aeedaa,chip_and_pin,London,restaurant,EC1A1BB,True,84.5,GBP,GBR,Pizza Pilgrims,,84.5,0ef72607-b006-4d79-a40c-04df2aded4d7,422,5811,GOOGLE_PAY,Pizza Pilgrims,90160
a157e46e-abbd-4f90-bb89-f69645473203,settled,2025-11-17 23:38:09,GBP,64e19a25-7f38-4d44-9a01-1f9c08b23eeb,chip_and_pin,London,restaurant,EC1A1BB,True,23.38,GBP,GBR,Gymkhana London,,23.38,1fb2fb40-409b-415d-9ae5-2bf40f8c474b,117,5811,,Gymkhana London,79020
6ec535c9-fd52-471d-bda3-c76971b4a2b6,settled,2025-10-19 01:48:40,GBP,edcb3d55-700a-463b-ac41-9d96754f60e9,chip_and_pin,London,restaurant,EC1A1BB,True,93.48,GBP,GBR,frive,,93.48,ae45ec26-bb2e-4aa8-af19-033b46c09b04,467,5811,GOOGLE_PAY,frive,86865
8759f63d-d97e-4e1e-97bd-2b460d2fcfcc,settled,2025-05-07 14:26:26,GBP,cb8747a7-e43e-4e9e-9f1f-558f8efba7b3,chip_and_pin,London,restaurant,EC1A1BB,False,78.43,GBP,GBR,Dishoom Shoreditch,,78.43,3eb68c07-b8d9-46ca-aa38-b6c630c44165,392,5811,,Dishoom Shoreditch,75752
4509ce9a-0834-4969-aaae-68863ece4853,settled,2025-02-20 18:48:06,GBP,871b84d8-1a1c-42e1-ae4e-c006a0d74a6a,contactless,London,restaurant,EC1A1BB,True,68.68,GBP,GBR,Honest Burgers,,68.68,2ffc62a1-1512-4569-a031-757068b99f4d,343,5811,APPLE_PAY,Honest Burgers,72061
f9f066b8-d2f0-4977-ad19-6b7b7981eba7,settled,2025-08-29 10:26:30,GBP,c8a3d61a-ca1c-42ae-823e-5725cc8c17a0,contactless,London,restaurant,EC1A1BB,False,36.37,GBP,GBR,Go Puff,,36.37,0ef72607-b006-4d79-a40c-04df2aded4d7,182,5411,APPLE_PAY,Go Puff,15531
4f4635bf-eb0f-4b7e-8025-b8760c2a5209,settled,2025-10-27 21:59:42,GBP,091bc018-0243-4279-aa17-848b08f093be,contactless,London,restaurant,EC1A1BB,False,44.36,GBP,GBR,Flat Iron Soho,,44.36,79b4e5a2-a0a3-4366-a683-a830c97e130b,222,5811,,Flat Iron Soho,69289
6341c2aa-82c7-4653-8802-0d731db6cc12,declined,2025-07-17 08:21:31,EUR,727b98a1-259f-4355-b43a-615932be2c52,online,London,restaurant,EC1A1BB,True,63.04,EUR,GBR,Padella Borough,1.16,63.04,2ffc62a1-1512-4569-a031-757068b99f4d,0,5811,APPLE_PAY,Padella Borough,64609
b4d27ada-198b-4195-9b76-38cc2e6754d7,settled,2025-02-17 05:35:55,GBP,bf3bdd16-9a23-4a0b-a6c2-b9cda7d905aa,contactless,London,restaurant,EC1A1BB,False,22.13,GBP,GBR,GOPUFF,,22.13,d889683c-0b36-4e3a-bad5-2c7da4cdf851,111,5411,APPLE_PAY,GOPUFF,28740
51fd1b7a-3d08-4330-95ab-a3b9dcad757b,settled,2025-04-09 07:08:09,GBP,e0c75437-d21d-4ce9-9e14-07051e546f81,contactless,London,restaurant,EC1A1BB,True,81.53,GBP,GBR,Burger & Lobster,,81.53,dc6fc45e-5eb0-413b-b418-aeef67c8e83f,408,5811,,Burger & Lobster,66560
1df98e87-0759-433a-8a4e-28ad496577f7,settled,2025-07-20 05:47:14,GBP,25291e34-b044-467f-8fdb-af8bdbdaf798,chip_and_pin,London,restaurant,EC1A1BB,False,48.88,GBP,GBR,frive,,48.88,d889683c-0b36-4e3a-bad5-2c7da4cdf851,244,5811,GOOGLE_PAY,frive,67731
6f68771a-a04a-48fa-bc09-2bd0f7d95fdf,settled,2025-10-01 01:50:45,GBP,9639e3f9-4665-403c-a789-7765d581a3e1,contactless,London,restaurant,EC1A1BB,True,74.27,GBP,GBR,THE FRIVE,,74.27,37e2cb0e-01f6-45db-914c-6d8863a92600,371,5811,APPLE_PAY,THE FRIVE,44808
7e6e0e36-64bf-4f07-8431-1abb99b7ef80,settled,2025-04-16 14:28:56,GBP,329cc3ab-03fa-452d-9156-afc773fbdafb,online,London,restaurant,EC1A1BB,True,37.79,GBP,GBR,GOPUFF,,37.79,e52c4efa-d593-46da-892e-3708e27a0de3,189,5411,GOOGLE_PAY,GOPUFF,80333
951cfb29-71b2-404a-b276-eb7580b1add3,settled,2025-12-23 23:17:57,GBP,bc38f123-ca31-421e-aa1c-c1d9145fe727,online,London,restaurant,EC1A1BB,True,32.37,GBP,GBR,Flat Iron Soho,,32.37,e588da33-cc15-4aaf-9a21-2a9b98afd8e7,162,5811,APPLE_PAY,Flat Iron Soho,93157
e1681280-5496-4f07-b281-76909bbc7b2e,declined,2025-02-04 09:29:39,GBP,d04a1c57-18a6-4f65-ab07-67ff40da0ee4,chip_and_pin,London,restaurant,EC1A1BB,False,16.86,GBP,GBR,Padella Borough,,16.86,7831baba-3a1e-43e5-8fe8-f6091ae067c8,0,5811,GOOGLE_PAY,Padella Borough,45108
6287744c-62fe-4890-9ee3-2f189814292d,declined,2025-08-30 10:41:46,GBP,37ab6293-985a-487b-b6f0-2301ab9c747a,contactless,London,restaurant,EC1A1BB,False,104.12,GBP,GBR,frive,,104.12,0c796ddd-8cd1-4192-a4ad-fd023d51f23c,0,5811,APPLE_PAY,frive,92401
